Date,SP500_Returns,VIX,Treasury_10Y,Yield_Spread,Inflation_YoY,VIX_relative,VIX_spike,Treasury_10Y_change,CPI
2000-11-27,0.5366009872832311,26.93,5.64,-0.22,3.388822829964333,1.0042137450124922,0,0.0099999999999997,173.9
2000-11-28,-0.9548029357613564,27.64,5.59,-0.2,3.388822829964333,1.0368758675019696,0,-0.0499999999999998,173.9
2000-11-29,0.4371028927711018,27.49,5.55,-0.14,3.388822829964333,1.036771638695078,0,-0.04,173.9
2000-11-30,-2.010544622981836,29.65,5.48,-0.13,3.388822829964333,1.115374487454388,0,-0.0699999999999994,173.9
2000-12-01,0.0212958140821672,27.48,5.52,-0.1,3.388822829964333,1.0203096572977388,0,0.0399999999999991,173.9
2000-12-04,0.7405541524307058,27.78,5.53,-0.06,3.388822829964333,1.0222254930821313,0,0.0100000000000006,173.9
2000-12-05,3.892168841532939,24.99,5.43,-0.06,3.388822829964333,0.9096203545299022,0,-0.1000000000000005,173.9
2000-12-06,-1.821965029225081,25.07,5.32,-0.1,3.388822829964333,0.9207095376253258,0,-0.1099999999999994,173.9
2000-12-07,-0.5852864559811266,25.34,5.32,-0.13,3.388822829964333,0.9359533131417596,0,0.0,173.9
2000-12-08,1.960475223329916,22.41,5.35,-0.15,3.388822829964333,0.8350411744978947,0,0.0299999999999993,173.9
2000-12-11,0.7526105317355203,23.51,5.37,-0.15,3.388822829964333,0.8879069416119043,0,0.0200000000000004,173.9
2000-12-12,-0.6535210679640358,24.88,5.36,-0.18,3.388822829964333,0.9519436792164064,0,-0.0099999999999997,173.9
2000-12-13,-0.8160900128526438,23.63,5.29,-0.16,3.266033254156775,0.913766434648105,0,-0.0700000000000002,173.9
2000-12-14,-1.401476235876764,24.86,5.23,-0.2,3.266033254156775,0.9758969930124834,0,-0.0599999999999996,173.9
2000-12-15,-2.146273716308178,26.55,5.2,-0.18,3.444180522565321,1.0622124424884978,0,-0.0300000000000002,174.2
2000-12-18,0.8070697422759565,27.7,5.17,-0.16,3.444180522565321,1.1123604529756648,0,-0.0300000000000002,174.2
2000-12-19,-1.295796209004041,27.17,5.19,-0.16,3.444180522565321,1.0914276532497793,0,0.0200000000000004,174.2
2000-12-20,-3.129594524787349,31.74,5.08,-0.16,3.444180522565321,1.263937559732399,0,-0.1100000000000003,174.2
2000-12-21,0.800164080785648,29.66,5.03,-0.11,3.444180522565321,1.1505488963885335,0,-0.0499999999999998,174.2
2000-12-22,2.438696498246351,27.55,5.02,-0.08,3.444180522565321,1.0510854221510053,0,-0.0100000000000006,174.2
2000-12-26,0.7075301948657131,28.73,5.04,-0.06,3.444180522565321,1.075023386342376,0,0.0200000000000004,174.2
2000-12-27,1.0439634692143152,28.14,5.11,0.01,3.444180522565321,1.032774250376188,0,0.0700000000000002,174.2
2000-12-28,0.398814569917838,26.57,5.13,-0.05,3.444180522565321,0.9636238349109636,0,0.0199999999999995,174.2
2000-12-29,-1.0448008358699412,26.85,5.12,0.01,3.444180522565321,0.9635052212294112,0,-0.0099999999999997,174.2
2001-01-02,-2.803193939495918,29.99,4.92,0.05,3.444180522565321,1.0685526972137105,0,-0.2000000000000001,174.2
2001-01-03,5.009860597069338,26.6,5.14,0.22,3.444180522565321,0.9362900387187612,0,0.2199999999999997,174.2
2001-01-04,-1.0552474216456775,26.97,5.03,0.26,3.444180522565321,0.9530035335689044,0,-0.1099999999999994,174.2
2001-01-05,-2.6242362136687403,28.67,4.93,0.37,3.444180522565321,1.0137906647807635,0,-0.1000000000000005,174.2
2001-01-08,-0.1917811284473769,29.84,4.94,0.4,3.444180522565321,1.0667429306831586,0,0.0100000000000006,174.2
2001-01-09,0.3812189227544005,27.99,4.98,0.34,3.444180522565321,0.9999642742310026,0,0.04,174.2
2001-01-10,0.9586385482041716,26.8,5.1,0.34,3.444180522565321,0.955947922240057,0,0.1199999999999992,174.2
2001-01-11,1.0317700515731554,25.79,5.14,0.37,3.444180522565321,0.9262983981035844,0,0.04,174.2
2001-01-12,-0.6232870921233369,24.56,5.25,0.35,3.444180522565321,0.889629441808237,0,0.1100000000000003,174.2
2001-01-16,0.6143093008214917,25.28,5.24,0.35,3.444180522565321,0.9224257461869664,0,-0.0099999999999997,174.2
2001-01-17,0.2125614319653079,24.93,5.19,0.35,3.376777251184837,0.9148959594847516,0,-0.0499999999999998,174.5
2001-01-18,1.3915319945297933,23.37,5.12,0.4,3.376777251184837,0.8738735370003365,0,-0.0700000000000002,174.5
2001-01-19,-0.4028228935836542,23.24,5.19,0.44,3.376777251184837,0.8796366389099167,0,0.0700000000000002,174.5
2001-01-22,0.0268137516266531,23.25,5.25,0.5,3.376777251184837,0.8926171919990784,0,0.0599999999999996,174.5
2001-01-23,1.3031498757798854,21.57,5.3,0.48,3.376777251184837,0.845716526171339,0,0.0499999999999998,174.5
2001-01-24,0.286682177600106,22.03,5.33,0.52,3.376777251184837,0.8926979495907286,0,0.0300000000000002,174.5
2001-01-25,-0.4976939690306659,22.64,5.29,0.51,3.376777251184837,0.9401212523876754,0,-0.04,174.5
2001-01-26,-0.1885848778523602,22.57,5.29,0.51,3.376777251184837,0.953688836305248,0,0.0,174.5
2001-01-29,0.6804747854681326,22.61,5.32,0.55,3.376777251184837,0.9685572309801233,0,0.0300000000000002,174.5
2001-01-30,0.7007877475295743,22.57,5.24,0.54,3.376777251184837,0.974988120437168,0,-0.08,174.5
2001-01-31,-0.5619714800495723,22.02,5.19,0.57,3.376777251184837,0.962496721741411,0,-0.0499999999999998,174.5
2001-02-01,0.5461131971338906,21.66,5.1,0.55,3.376777251184837,0.9589586930535264,0,-0.0900000000000007,174.5
2001-02-02,-1.7473989611664795,21.95,5.17,0.52,3.376777251184837,0.9792112776588148,0,0.0700000000000002,174.5
2001-02-05,0.3586658462731984,22.19,5.18,0.5,3.376777251184837,0.9956476869924172,0,0.0099999999999997,174.5
2001-02-06,-0.1513721924397137,21.98,5.22,0.5,3.376777251184837,0.9909381903430864,0,0.04,174.5
2001-02-07,-0.8408142690811471,21.67,5.1,0.4,3.376777251184837,0.975159751597516,0,-0.1200000000000001,174.5
2001-02-08,-0.623465404338508,21.46,5.1,0.37,3.376777251184837,0.9672766609573604,0,0.0,174.5
2001-02-09,-1.3335549023706816,22.03,5.03,0.36,3.376777251184837,0.9982780496646728,0,-0.0699999999999994,174.5
2001-02-12,1.182729069383326,21.92,5.05,0.38,3.376777251184837,0.9957299900063596,0,0.0199999999999995,174.5
2001-02-13,-0.8652125638884511,21.37,5.07,0.32,3.376777251184837,0.9737981316928686,0,0.0200000000000004,174.5
2001-02-14,-0.2183807079300326,21.52,5.13,0.29,3.376777251184837,0.9860252004581902,0,0.0599999999999996,174.5
2001-02-15,0.8123549341341407,20.27,5.19,0.3,3.376777251184837,0.9308840413318024,0,0.0600000000000005,174.5
2001-02-16,-1.890529720989631,22.12,5.11,0.36,3.376777251184837,1.022370123867628,0,-0.08,174.5
2001-02-20,-1.7356562954470411,24.69,5.11,0.38,3.376777251184837,1.1402577010114072,0,0.0,174.5
2001-02-21,-1.8507453797223627,25.75,5.14,0.46,3.903015966883494,1.1756380404510798,0,0.0299999999999993,175.7
2001-02-22,-0.195182964945062,26.76,5.15,0.52,3.903015966883494,1.2010771992818672,0,0.0100000000000006,175.7
2001-02-23,-0.5555435925262753,27.21,5.1,0.57,3.903015966883494,1.1939971038659,0,-0.0500000000000007,175.7
2001-02-26,1.7489958196507338,25.43,5.05,0.59,3.903015966883494,1.088426639274097,0,-0.0499999999999998,175.7
2001-02-27,-0.765990835073016,26.49,4.96,0.52,3.903015966883494,1.117532905838677,0,-0.0899999999999998,175.7
2001-02-28,-1.4309109209043602,28.35,4.92,0.51,3.903015966883494,1.173378585323455,0,-0.04,175.7
2001-03-01,0.1040404473975575,28.08,4.87,0.46,3.903015966883494,1.1295707791946576,0,-0.0499999999999998,175.7
2001-03-02,-0.5679790908007298,27.43,4.95,0.47,3.903015966883494,1.0750538898687048,0,0.08,175.7
2001-03-05,0.5858124547557519,27.12,4.98,0.49,3.903015966883494,1.0338911974381455,0,0.0300000000000002,175.7
2001-03-06,0.998059811609675,25.89,4.99,0.5,3.903015966883494,0.9685384011073286,0,0.0099999999999997,175.7
2001-03-07,0.6452357238200701,24.12,4.92,0.49,3.903015966883494,0.8982905664593498,0,-0.0700000000000002,175.7
2001-03-08,0.2258497612988463,24.29,4.89,0.46,3.903015966883494,0.9101468824940048,0,-0.0300000000000002,175.7
2001-03-09,-2.4763940834399034,25.62,4.95,0.48,3.903015966883494,0.9689497371506376,0,0.0600000000000005,175.7
2001-03-12,-4.318075583988678,30.32,4.92,0.46,3.903015966883494,1.1536412753976106,0,-0.0300000000000002,175.7
2001-03-13,1.4828497401341068,27.55,4.95,0.49,3.903015966883494,1.029098651525905,0,0.0300000000000002,175.7
2001-03-14,-2.584211909800105,29.61,4.84,0.52,3.903015966883494,1.1016854559660676,0,-0.1100000000000003,175.7
2001-03-15,0.5871294396720295,28.56,4.81,0.59,3.903015966883494,1.0576602599711145,0,-0.0300000000000002,175.7
2001-03-16,-1.9624073883761304,29.91,4.78,0.52,3.903015966883494,1.1056892536320284,0,-0.0299999999999993,175.7
2001-03-19,1.7626684032983286,29.78,4.82,0.5,3.903015966883494,1.09088244990659,0,0.04,175.7
2001-03-20,-2.4077401171648027,30.96,4.78,0.54,3.3529411764705808,1.1231634318882642,0,-0.04,175.7
2001-03-21,-1.7923702154931664,31.93,4.77,0.56,3.6470588235294032,1.1374323168994016,0,-0.0100000000000006,176.2
2001-03-22,-0.406371623346724,32.84,4.73,0.56,3.6470588235294032,1.1381832045194609,0,-0.0399999999999991,176.2
2001-03-23,1.9909090065061363,30.45,4.8,0.56,3.6470588235294032,1.0249764373232797,0,0.0699999999999994,176.2
2001-03-26,1.1282371798750468,29.04,4.85,0.58,3.6470588235294032,0.961876055778212,0,0.0499999999999998,176.2
2001-03-27,2.557504969905233,27.04,5.0,0.59,3.6470588235294032,0.8994444998835777,0,0.1500000000000003,176.2
2001-03-28,-2.442965378011941,28.58,4.97,0.67,3.6470588235294032,0.9522857523657204,0,-0.0300000000000002,176.2
