Date,SP500_Returns,VIX,Treasury_10Y,Yield_Spread,Inflation_YoY,VIX_relative,VIX_spike,Treasury_10Y_change,CPI
2001-02-28,-9.229073539585965,23.411578947368422,4.92,0.51,3.903015966883494,0.9023897792491272,0,-0.2700000000000004,175.7
2001-03-31,-6.420471080339151,28.49681818181818,4.93,0.75,3.6470588235294032,1.1419945474175457,0,0.0099999999999997,176.2
2001-04-30,7.681436165439459,28.134,5.35,1.05,2.978971962616828,1.0985985987010165,0,0.4199999999999999,176.3
2001-05-31,0.5090187401275648,22.944090909090907,5.43,1.21,3.2710280373831946,0.8599476676864014,0,0.08,176.8
2001-06-30,-2.503538942756467,20.94047619047619,5.42,1.17,3.6193812025685945,0.7894627752531798,0,-0.0099999999999997,177.5
2001-07-31,-1.0740149595403703,22.316190476190474,5.07,1.28,3.2501450957632017,0.9296015475566696,0,-0.3499999999999996,177.9
2001-08-31,-6.410840688075748,21.86173913043478,4.85,1.21,2.7214823393167498,0.9907019163073956,0,-0.2200000000000006,177.4
2001-09-30,-8.172340570563886,35.065333333333335,4.6,1.74,2.838933951332568,1.615457238430774,1,-0.25,177.5
2001-10-31,1.8099111333141016,32.61227272727273,4.3,1.86,2.6497695852534475,1.2346389402963842,0,-0.2999999999999998,178.2
2001-11-30,7.51759041240454,26.495,4.78,1.94,2.127659574468077,0.8877103113766476,0,0.4800000000000004,177.6
2001-12-31,0.7573834088927756,23.72,5.07,2.0,1.9517795637198576,0.7556337556826664,0,0.29,177.6
2002-01-31,-1.5573832456979853,22.252857142857145,5.07,1.91,1.6045845272206316,0.8059974598993368,0,0.0,177.3
2002-02-28,-2.0766211039727644,22.87578947368421,4.88,1.82,1.776504297994275,0.9470042461137812,0,-0.1900000000000004,177.6
2002-03-31,3.6738892862074657,18.985,5.42,1.7,1.309049516220839,0.8272493766974961,0,0.54,178.0
2002-04-30,-6.141762591921907,19.900454545454547,5.11,1.87,1.3045944412932498,0.9311802835585498,0,-0.3099999999999996,178.6
2002-05-31,-0.9081481352177012,20.087727272727275,5.08,1.86,1.527149321266963,0.9757443000906408,0,-0.0300000000000002,179.5
2002-06-30,-7.24553538081798,25.271,4.86,1.96,1.1267605633802802,1.285550442805281,0,-0.2199999999999997,179.5
2002-07-31,-7.900427514940766,34.04954545454546,4.51,2.28,1.0118043844856484,1.5652760809694497,1,-0.3500000000000005,179.7
2002-08-31,0.4881433306494376,33.74272727272727,4.14,2.0,1.4092446448703555,1.2747813085652857,0,-0.3700000000000001,179.9
2002-09-30,-11.002431825242788,37.6475,3.63,1.91,1.6901408450704205,1.213609802128757,0,-0.5099999999999998,180.5
2002-10-31,8.644880033371404,35.206818181818186,3.93,2.25,1.4590347923681302,1.001713602120987,0,0.3000000000000002,180.8
2002-11-30,5.706962070498589,28.01052631578948,4.22,2.14,2.083333333333348,0.7883105820526775,0,0.2899999999999996,181.3
2002-12-31,-6.033257188502883,28.21047619047619,3.83,2.22,2.195945945945943,0.8390577410094145,0,-0.3899999999999997,181.5
2003-01-31,-2.741469268304464,27.42428571428572,4.0,2.28,2.425267907501394,0.899866764007644,0,0.1699999999999999,181.6
2003-02-28,-1.700360825687175,32.21842105263158,3.71,2.18,2.5900900900900803,1.1555374512314351,0,-0.29,182.2
2003-03-31,0.8357567684332823,30.63428571428572,3.83,2.32,2.977528089887649,1.0460959301546042,0,0.1200000000000001,183.3
2003-04-30,8.10441071800323,23.99190476190476,3.89,2.38,2.9675251959686566,0.797276385793431,0,0.06,183.9
2003-05-31,5.0898709609522585,20.23952380952381,3.37,2.04,2.116991643454047,0.6991633719084587,0,-0.52,183.3
2003-06-30,1.1322214676852127,20.36238095238096,3.54,2.22,2.116991643454047,0.8159561882227226,0,0.1699999999999999,183.3
2003-07-31,1.6223701958536507,19.161363636363635,4.49,2.69,2.17028380634392,0.889931888719182,0,0.9500000000000002,183.6
2003-08-31,1.7873203593487874,19.27428571428572,4.45,2.5,2.2234574763757564,0.9675317078965604,0,-0.04,183.9
2003-09-30,-1.1944364585525724,19.532380952380954,3.96,2.46,2.216066481994461,0.9965834323896204,0,-0.4900000000000002,184.5
2003-10-31,5.496148663571665,18.045,4.33,2.48,2.3230088495575174,0.9338768234319332,0,0.3700000000000001,185.0
2003-11-30,0.7128504071372888,17.39333333333333,4.34,2.28,2.0408163265306145,0.9178270938993284,0,0.0099999999999997,185.0
2003-12-31,5.076554077889206,16.826363636363638,4.27,2.43,1.7079889807162465,0.9182906128292632,0,-0.0700000000000002,184.6
2004-01-31,1.7276386950755285,16.101,4.16,2.32,1.8722466960352515,0.9241993697582526,0,-0.1099999999999994,185.0
2004-02-29,1.220897373761054,15.99842105263158,3.99,2.33,1.975850713501659,0.9537877264855334,0,-0.1699999999999999,185.8
2004-03-31,-1.635891961786684,17.687391304347827,3.86,2.26,1.6366612111292866,1.0845441570399312,0,-0.1300000000000003,186.3
2004-04-30,-1.6790751960348185,15.69857142857143,4.53,2.22,1.7944535073409318,0.9459475723818286,0,0.6700000000000004,187.2
2004-05-31,1.208345009735412,17.705000000000002,4.66,2.12,2.345881069285305,1.0755424271496266,0,0.1299999999999999,187.6
2004-06-30,1.7988998771432565,15.357142857142858,4.62,1.92,3.000545553737033,0.901752993230318,0,-0.04,188.8
