Date,SP500_Returns,VIX,Treasury_10Y,Yield_Spread,SP500_Volatility
2001-02-28,-9.229073539585965,23.411578947368422,4.92,0.51,0.901215734933728
2001-03-31,-6.420471080339151,28.49681818181818,4.93,0.75,1.482123119371835
2001-04-30,7.681436165439459,28.134,5.35,1.05,2.042348170719204
2001-05-31,0.5090187401275648,22.944090909090907,5.43,1.21,1.2825532602834595
2001-06-30,-2.503538942756467,20.94047619047619,5.42,1.17,0.9867802358618236
2001-07-31,-1.0740149595403703,22.316190476190474,5.07,1.28,1.0829530678326167
2001-08-31,-6.410840688075748,21.86173913043478,4.85,1.21,0.9704729146373114
2001-09-30,-8.172340570563886,35.065333333333335,4.6,1.74,1.4763826606974062
2001-10-31,1.8099111333141016,32.61227272727273,4.3,1.86,1.6419052249781267
2001-11-30,7.51759041240454,26.495,4.78,1.94,1.1811289293278449
2001-12-31,0.7573834088927756,23.72,5.07,2.0,1.0295205880064604
2002-01-31,-1.5573832456979853,22.252857142857145,5.07,1.91,0.810585704432046
2002-02-28,-2.0766211039727644,22.87578947368421,4.88,1.82,1.2312967476376366
2002-03-31,3.6738892862074657,18.985,5.42,1.7,1.1290814647878136
2002-04-30,-6.141762591921907,19.900454545454547,5.11,1.87,0.905280173456294
2002-05-31,-0.9081481352177012,20.087727272727275,5.08,1.86,1.373819546261906
2002-06-30,-7.24553538081798,25.271,4.86,1.96,1.2493577747243765
2002-07-31,-7.900427514940766,34.04954545454546,4.51,2.28,1.9276348709804656
2002-08-31,0.4881433306494376,33.74272727272727,4.14,2.0,2.617899810023438
2002-09-30,-11.002431825242788,37.6475,3.63,1.91,1.7924807938728418
2002-10-31,8.644880033371404,35.206818181818186,3.93,2.25,2.318618060047128
2002-11-30,5.706962070498589,28.01052631578948,4.22,2.14,1.5532552849685517
2002-12-31,-6.033257188502883,28.21047619047619,3.83,2.22,1.3715624312164532
2003-01-31,-2.741469268304464,27.42428571428572,4.0,2.28,1.4060650927565397
2003-02-28,-1.700360825687175,32.21842105263158,3.71,2.18,1.3074090707770116
2003-03-31,0.8357567684332823,30.63428571428572,3.83,2.32,1.4993858009497274
2003-04-30,8.10441071800323,23.99190476190476,3.89,2.38,1.4847635436583375
2003-05-31,5.0898709609522585,20.23952380952381,3.37,2.04,1.0648436068441325
2003-06-30,1.1322214676852127,20.36238095238096,3.54,2.22,1.0080224805318398
2003-07-31,1.6223701958536507,19.161363636363635,4.49,2.69,1.0232690679709509
2003-08-31,1.7873203593487874,19.27428571428572,4.45,2.5,0.8342718796011483
2003-09-30,-1.1944364585525724,19.532380952380954,3.96,2.46,0.7432121085171228
2003-10-31,5.496148663571665,18.045,4.33,2.48,0.9310598166268148
2003-11-30,0.7128504071372888,17.39333333333333,4.34,2.28,0.7004585489763918
2003-12-31,5.076554077889206,16.826363636363638,4.27,2.43,0.6945615773116127
2004-01-31,1.7276386950755285,16.101,4.16,2.32,0.5951118277216748
2004-02-29,1.220897373761054,15.99842105263158,3.99,2.33,0.6989854049446829
2004-03-31,-1.635891961786684,17.687391304347827,3.86,2.26,0.7650564894888837
2004-04-30,-1.6790751960348185,15.69857142857143,4.53,2.22,0.8381638988897334
2004-05-31,1.208345009735412,17.705000000000002,4.66,2.12,0.770266747302377
2004-06-30,1.7988998771432565,15.357142857142858,4.62,1.92,0.6719292307399642
2004-07-31,-3.4290519520026264,15.502380952380951,4.5,1.82,0.5627713186749824
2004-08-31,0.228735032336913,16.68409090909091,4.13,1.72,0.7900114225636634
2004-09-30,0.9363875526838816,14.08095238095238,4.14,1.51,0.616154187150249
2004-10-31,1.4014243690939845,14.987,4.05,1.49,0.708498796506481
2004-11-30,3.859493629597055,13.604500000000002,4.36,1.34,0.7107950432326093
2004-12-31,3.245821284320516,12.459545454545456,4.24,1.16,0.6083280311416387
2005-01-31,-2.529046744229402,13.438,4.14,0.85,0.5812410137514755
2005-02-28,1.8903346132113308,11.708947368421052,4.36,0.77,0.6140014269475442
2005-03-31,-1.911765556028966,13.126363636363635,4.5,0.7,0.6566748423914326
2005-04-30,-2.0108582083263493,14.459047619047618,4.21,0.55,0.7533233516965515
2005-05-31,2.995204663120865,13.967619047619047,4.0,0.4,0.8708379429755382
2005-06-30,-0.0142714179867775,11.868636363636364,3.94,0.28,0.5086319841649056
2005-07-31,3.596828690361842,11.049,4.28,0.26,0.5782562604827358
2005-08-31,-1.122210459860007,12.951304347826088,4.02,0.18,0.5440689399443467
2005-09-30,0.694902431673361,12.628095238095238,4.34,0.16,0.5909768855719096
2005-10-31,-1.7740779932313488,14.907,4.57,0.17,0.7131949803251022
2005-11-30,3.5186096519093324,12.1735,4.49,0.07,0.7734101723406148
2005-12-31,-0.0952349317196454,11.26,4.39,-0.02,0.4929110863845936
2006-01-31,2.5466771341108085,12.036,4.53,-0.01,0.6227545222630763
2006-02-28,0.045315772835619,12.471052631578948,4.55,-0.14,0.6181686309854624
2006-03-31,1.1095810408889628,11.69391304347826,4.86,0.04,0.5466251528685111
2006-04-30,1.215565291784415,11.84736842105263,5.07,0.2,0.535606327539509
2006-05-31,-3.0916916538203165,14.454545454545457,5.12,0.08,0.6334785408974478
2006-06-30,0.008659650459597,16.918636363636363,5.15,-0.01,0.9397946308933504
2006-07-31,0.5085878803453348,15.326,4.99,0.02,0.9176684211155052
2006-08-31,2.127419311502643,13.351739130434783,4.74,-0.05,0.6696733630950406
2006-09-30,2.456629796778232,12.1845,4.64,-0.07,0.4790313661640577
2006-10-31,3.1508003585395628,11.288571428571428,4.61,-0.1,0.467652931789231
2006-11-30,1.6466656343095964,10.817619047619049,4.46,-0.16,0.4697220901841799
2006-12-31,1.2615782814670462,10.9645,4.71,-0.11,0.4950153018184525
2007-01-31,1.4059043023177953,11.0425,4.83,-0.11,0.416958882961261
2007-02-28,-2.1846175991944383,11.155263157894735,4.56,-0.09,0.5228579703783001
2007-03-31,0.9979982939206432,15.162727272727272,4.65,0.07,1.0239442231653375
2007-04-30,4.3290690426759815,12.933000000000002,4.63,0.03,0.610377584247338
2007-05-31,3.254922870736165,13.297727272727274,4.9,-0.02,0.5502385972597545
2007-06-30,-1.781632254788501,14.947619047619046,5.03,0.16,0.7661700645914484
2007-07-31,-3.198187836198829,17.273333333333333,4.78,0.22,0.8609790093318833
2007-08-31,1.2863572018857905,25.02608695652174,4.54,0.39,1.4525942069290263
2007-09-30,3.579400817860079,22.198947368421056,4.59,0.62,1.246351611391263
2007-10-31,1.4822338223554832,19.19090909090909,4.48,0.54,0.849249336675219
2007-11-30,-4.404341737941575,25.307,3.97,0.93,1.3867016462110215
2007-12-31,-0.8628508561297932,21.651,4.04,0.99,1.4189850664422692
2008-01-31,-6.116343227776988,25.816190476190474,3.67,1.5,1.2972322366896556
2008-02-29,-3.476119273728817,25.456,3.53,1.88,1.4141969793891016
2008-03-31,-0.5959623397817415,27.103500000000004,3.45,1.83,1.551788779190406
2008-04-30,4.75466976412291,21.56272727272728,3.77,1.48,1.5186106293494772
2008-05-31,1.067418170406853,18.30333333333333,4.06,1.4,0.9246385699489228
2008-06-30,-8.596238482631446,22.11047619047619,3.99,1.36,1.1006993891020724
2008-07-31,-0.985937118530278,24.321818181818184,3.99,1.47,1.2855466071433796
2008-08-31,1.2190464669121548,20.695714285714285,3.83,1.47,1.466478765848799
2008-09-30,-9.079143354379216,30.23857142857143,3.85,1.85,2.0252033861214094
2008-10-31,-16.942452401777075,61.45863636363636,4.01,2.45,4.058571011682553
2008-11-30,-7.484904233870971,62.73722222222222,2.93,1.93,4.639941560932396
2008-12-31,0.7821576633499472,52.405,2.25,1.49,4.064564808175328
2009-01-31,-8.565734305805428,44.683,2.87,1.93,2.16264954750064
