Date,CSCO_Returns,ADBE_Returns,CVX_Returns,JNJ_Returns,HD_Returns,XOM_Returns,UNH_Returns,JPM_Returns,WMT_Returns,COST_Returns,ORCL_Returns,AAPL_Returns,COP_Returns,VZ_Returns,NKE_Returns,LLY_Returns,NEE_Returns,MCD_Returns,CMCSA_Returns,PEP_Returns,PG_Returns,DHR_Returns,ABT_Returns,TMO_Returns,MRK_Returns,BAC_Returns,WFC_Returns,MSFT_Returns,DIS_Returns,TXN_Returns,AMD_Returns,KO_Returns
1990-01-03,,4.938271604938271,-1.6274864376130238,0.41753653444676075,0.3310839871988991,-1.0000000000000009,-2.0409459720470258,3.3333301544189453,0.0,1.6129032258064502,-10.880858048987196,0.6710941514816327,-1.9512222270825608,-0.21929818033634696,-2.2221956982952706,0.0,-1.3698630136986356,-1.0752688172043001,0.7193721295353894,-0.9727567375199975,-0.17730496453900457,0.0,0.36100879249498785,7.346942507590226,1.5898263560426118,0.8042895442359255,-4.41988950276243,0.5635042620891095,0.21645602103994577,-2.3102507013502027,-3.0303030303030276,-1.4422979110326528
1990-01-04,,4.705882352941182,-1.2867647058823484,0.20790020790020236,0.6600784802815562,-1.0101010101010055,-1.0416030883789062,0.4032288952251939,-0.5305200825868717,1.0582010582010692,2.906959249619945,0.33361733368177937,-1.9900525752616915,-3.846156427773373,-2.045440673828125,-0.545454545454549,-2.430555555555558,-1.8115942028985477,-2.1428188693667582,-0.9823212394692971,-1.9538188277087087,1.6129225678345405,-0.17985510351007372,0.7604533700962923,-1.5649464253150058,-2.127659574468088,-1.1560693641618491,2.94114931704772,-0.10799926156407347,-3.378378378378377,-1.5625,-0.4878147540516631
1990-01-05,,2.2471910112359605,-1.4897579143389184,-1.0373443983402453,-1.3114557086817302,-0.5102040816326481,-4.210523610631933,0.4016094897166811,-1.0666503906250013,0.5235602094240788,-5.649684473852867,0.33220640248952105,-1.0152248160376187,-2.285713665207678,3.0162833560267943,-1.0968921389396757,-1.4234875444839812,-1.845018450184499,-2.1897974389754826,-1.3888858613513744,-1.8115942028985477,-1.5873203201667407,-1.0810688650170208,-0.7547141211275754,-2.0667712120679416,-2.1739130434782594,-2.92397660818714,-2.4489789817395358,0.32432801214399287,-1.3986013986013957,-3.1746031746031744,-0.816983490987544
1990-01-08,,1.098901098901095,0.945179584120992,1.6771488469601747,-0.9966994611851021,1.538461538461533,-2.1979348668126564,0.0,1.3476757701162967,-1.822916666666663,3.592905429236648,0.6622040493539316,2.0512746816888416,0.8187171917195535,-0.4505326826585998,0.0,-1.8050541516245522,1.8796992481203034,0.746272241758672,1.8108651355500882,1.845018450184499,-0.8064612839172702,0.0,-0.7604533700962812,1.2986991747211407,0.5555555555555536,3.0120481927710774,1.5340729311194234,0.7543055600558235,1.4184397163120588,0.0,2.1416701248224035
1990-01-09,,-2.1739130434782594,-0.7490636704119868,-3.0927835051546393,-2.6845818081193573,-2.020202020202022,-2.2470553945856953,-3.2000060058591906,-2.65955866705041,-0.7957559681697646,-4.624394312659074,-0.986776024241276,-2.0100431749500824,-2.7842218609773983,-1.809955250999551,-1.1090573012939031,-1.1029411764705843,-0.7380073800738018,-4.444427490234371,-1.3834051989105256,0.0,-2.439063105631334,-0.36429662728116874,0.7662805765651592,-0.8012826796349293,0.0,-2.92397660818714,-0.2747055557300482,-0.10694978035343805,2.0979020979021046,1.6393442622950838,-0.8064417685231806
1990-01-10,,-3.3333333333333326,0.0,-1.4893617021276562,0.689674920621397,0.5154639175257714,1.1493543256707373,-0.41321684823838467,0.0,-2.1390374331550777,-5.454591952104582,-4.318949373632086,-1.538466276057171,-2.625305577681014,-0.46080149589615704,0.0,0.743494423791824,-1.8587360594795488,-3.1007960828211445,-2.6052074426320737,0.5434782608695565,-0.8331829290579962,-1.2797187422594947,-2.2813601102888437,-1.2924127800208907,-1.9337016574585641,1.2048192771084265,-2.7548118174210545,-3.2119881793079896,-1.0273763578232065,-1.6129032258064502,-0.6504064395160047
1990-01-11,,5.747126436781613,0.18867924528302993,1.2958963282937441,0.6849509854561564,0.512820512820511,-2.2725798866965574,-1.2448132386009503,1.0928794985911816,-3.825136612021862,-0.6409392626967048,-4.166709935164015,1.041662974415991,0.36765112566334857,-0.462934705946183,-0.18691588785046953,0.7380073800737907,-0.7575757575757569,-0.8000107116703292,-0.823042127821183,1.441441441441449,0.0,0.9259395644688695,1.5564141518026764,0.818339151150882,-0.8450704225352101,0.0,-1.9830349860618712,0.0,-0.6920413763361499,1.6393442622950838,0.0
1990-01-12,,-2.1739130434782594,-3.2015065913371,-2.985074626865669,-3.74148404219401,-2.5510204081632626,-3.4884466744717013,-0.8403425187714308,-3.7837514159746233,-5.681818181818176,-2.5807125620597504,0.0,-3.0927726556115975,-4.273507177383595,-0.46508775859381846,-2.621722846441943,-2.197802197802201,-1.9083969465648831,-5.64514750248234,-2.4896264772019006,-3.730017761989346,-1.680690705368515,-2.0183493905989502,-1.9157211726050116,-2.43506679354758,-2.840909090909094,-1.7857142857142905,-0.43349987145232527,-2.8761113958815088,-1.7421811748478233,-3.2258064516129004,-3.600654304801154
1990-01-15,,-2.2222222222222254,0.5836575875486361,-0.439560439560438,-1.0601004751068621,1.308900523560208,2.4094897097008294,0.0,-1.4045112859299436,-1.2048192771084376,-2.6488602225513525,-0.7245858711124709,1.5957389042927206,0.38265729016069283,0.934521863978377,-1.1538461538461497,0.7490636704119868,-1.1673151750972721,-3.4188343928410414,-1.9148935548532808,0.36900369003689537,0.0,-1.3108729263072605,-0.39062354626353546,-2.495842218632849,-2.92397660818714,-0.60606060606061,0.0,0.11390355932767715,-0.7092198581560294,-3.3333333333333326,-1.6977926933360865
1990-01-16,,4.545454545454541,1.934235976789167,0.0,1.4285499490027664,-0.5167958656330796,1.176695827131069,-0.42372236166881017,1.7094017094017033,2.7439024390243816,7.482852484731128,1.8246909682021695,0.0,1.0165181175839644,1.388917145905677,1.9455252918287869,1.486988847583648,1.1811023622047223,4.424816470382709,3.6876288329141804,1.2867647058823595,-0.8547200927038201,1.1385328118387772,-0.7843107951688855,-0.17064205177174108,3.6144578313253017,1.2195121951219523,3.047870376414452,1.8202356544341658,3.214307512555803,8.62068965517242,0.8635472258680998
