experiment_name,period1,period2,cosine_similarity,l2_distance,entropy_change,concentration_change,top_timestep1,top_timestep2,top_timestep_delta,signal_cosine,signal_l2,signal_entropy,signal_top_timestep,n_signals_fired
06a_weekly_sweep/h16_enc8_d015_bs16,2020,2021,0.9992748340642297,0.013498177751898766,0.06562864780426025,-5.1781535148620605e-05,t-1,t-1,0,False,False,True,False,1
06a_weekly_sweep/h16_enc8_d015_bs16,2021,2022,0.9991478534440998,0.014629924669861794,-0.055354952812194824,-0.000382348895072937,t-1,t-0,1,False,False,True,False,1
06a_weekly_sweep/h16_enc8_d015_bs16,2022,2023,0.9971776997343403,0.02658245339989662,0.0289229154586792,-4.8667192459106445e-05,t-0,t-7,7,False,True,False,True,2
06a_weekly_sweep/h16_enc8_d015_bs16,2024,2025,0.9993751637297899,0.012506124563515186,-0.05492818355560303,1.6123056411743164e-05,t-2,t-0,2,False,False,True,False,1
06a_weekly_sweep/h16_enc8_d030_bs32,2020,2021,0.9998125996426753,0.006850641220808029,0.05213642120361328,-9.720027446746826e-05,t-1,t-0,1,False,False,True,False,1
06a_weekly_sweep/h16_enc8_d030_bs32,2021,2022,0.9989063572230663,0.01656876690685749,-0.10797500610351562,0.0004605203866958618,t-0,t-0,0,False,False,True,False,1
06a_weekly_sweep/h16_enc8_d030_bs32,2022,2023,0.9977670538220232,0.02366756461560726,0.12233209609985352,-0.0005547106266021729,t-0,t-7,7,False,False,True,True,2
06a_weekly_sweep/h16_enc8_d030_bs32,2023,2024,0.9997712100248454,0.00756631325930357,0.01273036003112793,7.063150405883789e-06,t-7,t-0,7,False,False,False,True,1
06a_weekly_sweep/h16_enc8_d030_bs32,2024,2025,0.9997338378513725,0.008161361329257488,-0.0531308650970459,9.976327419281006e-05,t-0,t-0,0,False,False,True,False,1
06a_weekly_sweep/h8_enc12_d015_bs16,2020,2021,0.9732652820412644,0.06859756261110306,0.12915778160095215,-0.00568881630897522,t-5,t-8,3,False,True,True,False,2
06a_weekly_sweep/h8_enc12_d015_bs16,2021,2022,0.9824033301051208,0.05521177127957344,-0.10128092765808105,0.003872610628604889,t-8,t-0,8,False,True,True,True,3
06a_weekly_sweep/h8_enc12_d015_bs16,2022,2023,0.9935716782321738,0.033597297966480255,0.11424112319946289,-0.0029337331652641296,t-0,t-3,3,False,True,True,False,2
06a_weekly_sweep/h8_enc12_d015_bs16,2024,2025,0.9990989101691993,0.012321683578193188,-0.10533881187438965,-0.00030187517404556274,t-0,t-0,0,False,False,True,False,1
06a_weekly_sweep/h16_enc12_d025_bs16,2020,2021,0.9889287820088911,0.04341693967580795,0.12598729133605957,-0.0022036880254745483,t-0,t-0,0,False,True,True,False,2
06a_weekly_sweep/h16_enc12_d025_bs16,2021,2022,0.9941583876650028,0.03140195086598396,-0.2628171443939209,0.0012429580092430115,t-0,t-0,0,False,True,True,False,2
06a_weekly_sweep/h16_enc12_d025_bs16,2022,2023,0.9933872834242806,0.0334009975194931,0.2516794204711914,-0.0012148618698120117,t-0,t-0,0,False,True,True,False,2
06a_weekly_sweep/h16_enc12_d025_bs16,2024,2025,0.9946230544603972,0.030133437365293503,-0.10722994804382324,0.001234389841556549,t-0,t-0,0,False,True,True,False,2
06a_weekly_sweep/h16_enc12_d030_bs32,2020,2021,0.9799230659986136,0.05821223184466362,-0.025031566619873047,-0.0010787174105644226,t-5,t-11,6,False,True,False,True,2
